submit_id,hold_d
IDX29371,628.0
IDX29372,590.0
IDX29373,70.0
IDX29374,69.0
IDX29375,50.0
IDX29376,104.0
IDX29377,530.0
IDX29378,457.0
IDX29379,507.0
IDX29380,565.0
IDX29381,463.0
IDX29382,450.0
IDX29383,458.0
IDX29384,454.0
IDX29385,462.0
IDX29386,2.0
IDX29387,342.0
IDX29388,375.0
IDX29389,347.0
IDX29390,347.0
IDX29391,12.0
IDX29392,28.0
IDX29393,14.0
IDX29394,28.0
IDX29395,26.0
IDX29396,109.0
IDX29397,372.0
IDX29398,227.0
IDX29399,35.0
IDX29400,249.0
IDX29401,378.0
IDX29402,586.0
IDX29403,529.0
IDX29404,549.0
IDX29405,553.0
IDX29406,140.0
IDX29407,58.0
IDX29408,544.0
IDX29409,345.0
IDX29410,137.0
IDX29411,590.0
IDX29412,543.0
IDX29413,649.0
IDX29414,152.0
IDX29415,60.0
IDX29416,348.0
IDX29417,599.0
IDX29418,649.0
IDX29419,649.0
IDX29420,543.0
IDX29421,152.0
IDX29422,617.0
IDX29423,152.0
IDX29424,585.0
IDX29425,277.0
IDX29426,645.0
IDX29427,275.0
IDX29428,8.0
IDX29429,306.0
IDX29430,345.0
IDX29431,22.0
IDX29432,159.0
IDX29433,32.0
IDX29434,49.0
IDX29435,443.0
IDX29436,121.0
IDX29437,435.0
IDX29438,326.0
IDX29439,88.0
IDX29440,370.0
IDX29441,2.0
IDX29442,59.0
IDX29443,2.0
IDX29444,4.0
IDX29445,157.0
IDX29446,283.0
IDX29447,2.0
IDX29448,2.0
IDX29449,616.0
IDX29450,523.0
IDX29451,617.0
IDX29452,604.0
IDX29453,608.0
IDX29454,610.0
IDX29455,109.0
IDX29456,612.0
IDX29457,613.0
IDX29458,190.0
IDX29459,208.0
IDX29460,655.0
IDX29461,211.0
IDX29462,8.0
IDX29463,655.0
IDX29464,320.0
IDX29465,324.0
IDX29466,135.0
IDX29467,650.0
IDX29468,146.0
IDX29469,150.0
IDX29470,170.0
IDX29471,193.0
IDX29472,437.0
IDX29473,394.0
IDX29474,193.0
IDX29475,178.0
IDX29476,28.0
IDX29477,216.0
IDX29478,220.0
IDX29479,178.0
IDX29480,8.0
IDX29481,145.0
IDX29482,109.0
IDX29483,60.0
IDX29484,189.0
IDX29485,149.0
IDX29486,38.0
IDX29487,43.0
IDX29488,231.0
IDX29489,153.0
IDX29490,312.0
IDX29491,335.0
IDX29492,182.0
IDX29493,178.0
IDX29494,627.0
IDX29495,41.0
IDX29496,245.0
IDX29497,59.0
IDX29498,220.0
IDX29499,296.0
IDX29500,201.0
IDX29501,243.0
IDX29502,359.0
IDX29503,34.0
IDX29504,203.0
IDX29505,357.0
IDX29506,410.0
IDX29507,655.0
IDX29508,325.0
IDX29509,241.0
IDX29510,596.0
IDX29511,368.0
IDX29512,69.0
IDX29513,40.0
IDX29514,357.0
IDX29515,646.0
IDX29516,93.0
IDX29517,418.0
IDX29518,359.0
IDX29519,39.0
IDX29520,420.0
IDX29521,355.0
IDX29522,337.0
IDX29523,87.0
IDX29524,425.0
IDX29525,39.0
IDX29526,186.0
IDX29527,274.0
IDX29528,368.0
IDX29529,104.0
IDX29530,22.0
IDX29531,203.0
IDX29532,319.0
IDX29533,649.0
IDX29534,355.0
IDX29535,44.0
IDX29536,38.0
IDX29537,12.0
IDX29538,4.0
IDX29539,365.0
IDX29540,113.0
IDX29541,190.0
IDX29542,568.0
IDX29543,602.0
IDX29544,46.0
IDX29545,146.0
IDX29546,28.0
IDX29547,118.0
IDX29548,12.0
IDX29549,70.0
IDX29550,198.0
IDX29551,143.0
IDX29552,4.0
IDX29553,652.0
IDX29554,132.0
IDX29555,50.0
IDX29556,50.0
IDX29557,41.0
IDX29558,307.0
IDX29559,140.0
IDX29560,195.0
IDX29561,652.0
IDX29562,307.0
IDX29563,125.0
IDX29564,652.0
IDX29565,604.0
IDX29566,421.0
IDX29567,6.0
IDX29568,24.0
IDX29569,249.0
IDX29570,189.0
IDX29571,4.0
IDX29572,630.0
IDX29573,4.0
IDX29574,22.0
IDX29575,4.0
IDX29576,22.0
IDX29577,8.0
IDX29578,23.0
IDX29579,18.0
IDX29580,4.0
IDX29581,288.0
IDX29582,296.0
IDX29583,344.0
IDX29584,186.0
IDX29585,2.0
IDX29586,2.0
IDX29587,4.0
IDX29588,6.0
IDX29589,189.0
IDX29590,186.0
IDX29591,12.0
IDX29592,195.0
IDX29593,143.0
IDX29594,50.0
IDX29595,138.0
IDX29596,357.0
IDX29597,15.0
IDX29598,142.0
IDX29599,181.0
IDX29600,126.0
IDX29601,4.0
IDX29602,6.0
IDX29603,338.0
IDX29604,246.0
IDX29605,190.0
IDX29606,2.0
IDX29607,18.0
IDX29608,70.0
IDX29609,2.0
IDX29610,199.0
IDX29611,55.0
IDX29612,14.0
IDX29613,70.0
IDX29614,62.0
IDX29615,185.0
IDX29616,4.0
IDX29617,2.0
IDX29618,109.0
IDX29619,252.0
IDX29620,72.0
IDX29621,4.0
IDX29622,18.0
IDX29623,12.0
IDX29624,343.0
IDX29625,536.0
IDX29626,36.0
IDX29627,340.0
IDX29628,162.0
IDX29629,130.0
IDX29630,44.0
IDX29631,49.0
IDX29632,539.0
IDX29633,212.0
IDX29634,390.0
IDX29635,235.0
IDX29636,564.0
IDX29637,152.0
IDX29638,539.0
IDX29639,181.0
IDX29640,338.0
IDX29641,624.0
IDX29642,63.0
IDX29643,543.0
IDX29644,510.0
IDX29645,549.0
IDX29646,430.0
IDX29647,554.0
IDX29648,577.0
IDX29649,168.0
IDX29650,427.0
IDX29651,520.0
IDX29652,2.0
IDX29653,38.0
IDX29654,16.0
IDX29655,10.0
IDX29656,18.0
IDX29657,397.0
IDX29658,2.0
IDX29659,35.0
IDX29660,16.0
IDX29661,14.0
IDX29662,16.0
IDX29663,18.0
IDX29664,6.0
IDX29665,6.0
IDX29666,20.0
IDX29667,38.0
IDX29668,78.0
IDX29669,230.0
IDX29670,36.0
IDX29671,374.0
IDX29672,4.0
IDX29673,69.0
IDX29674,6.0
IDX29675,16.0
IDX29676,14.0
IDX29677,12.0
IDX29678,150.0
IDX29679,36.0
IDX29680,108.0
IDX29681,50.0
IDX29682,48.0
IDX29683,144.0
IDX29684,103.0
IDX29685,349.0
IDX29686,10.0
IDX29687,2.0
IDX29688,331.0
IDX29689,142.0
IDX29690,52.0
IDX29691,16.0
IDX29692,333.0
IDX29693,126.0
IDX29694,61.0
IDX29695,58.0
IDX29696,155.0
IDX29697,64.0
IDX29698,42.0
IDX29699,72.0
IDX29700,126.0
IDX29701,23.0
IDX29702,52.0
IDX29703,6.0
IDX29704,160.0
IDX29705,24.0
IDX29706,14.0
IDX29707,126.0
IDX29708,24.0
IDX29709,15.0
IDX29710,6.0
IDX29711,116.0
IDX29712,24.0
IDX29713,20.0
IDX29714,6.0
IDX29715,24.0
IDX29716,54.0
IDX29717,18.0
IDX29718,6.0
IDX29719,16.0
IDX29720,18.0
IDX29721,175.0
IDX29722,12.0
IDX29723,8.0
IDX29724,103.0
IDX29725,182.0
IDX29726,252.0
IDX29727,2.0
IDX29728,46.0
IDX29729,128.0
IDX29730,128.0
IDX29731,332.0
IDX29732,128.0
IDX29733,603.0
IDX29734,54.0
IDX29735,280.0
IDX29736,191.0
IDX29737,195.0
IDX29738,109.0
IDX29739,145.0
IDX29740,146.0
IDX29741,146.0
IDX29742,97.0
IDX29743,69.0
IDX29744,65.0
IDX29745,249.0
IDX29746,4.0
IDX29747,30.0
IDX29748,39.0
IDX29749,252.0
IDX29750,39.0
IDX29751,647.0
IDX29752,503.0
IDX29753,6.0
IDX29754,65.0
IDX29755,6.0
IDX29756,59.0
IDX29757,12.0
IDX29758,20.0
IDX29759,32.0
IDX29760,4.0
IDX29761,485.0
IDX29762,16.0
IDX29763,4.0
IDX29764,26.0
IDX29765,60.0
IDX29766,2.0
IDX29767,2.0
IDX29768,2.0
IDX29769,4.0
IDX29770,4.0
IDX29771,4.0
IDX29772,26.0
IDX29773,32.0
IDX29774,4.0
IDX29775,2.0
IDX29776,4.0
IDX29777,4.0
IDX29778,2.0
IDX29779,2.0
IDX29780,2.0
IDX29781,78.0
IDX29782,649.0
IDX29783,14.0
IDX29784,10.0
IDX29785,10.0
IDX29786,10.0
IDX29787,10.0
IDX29788,10.0
IDX29789,10.0
IDX29790,8.0
IDX29791,2.0
IDX29792,8.0
IDX29793,12.0
IDX29794,8.0
IDX29795,14.0
IDX29796,10.0
IDX29797,46.0
IDX29798,10.0
IDX29799,14.0
IDX29800,10.0
IDX29801,643.0
IDX29802,10.0
IDX29803,10.0
IDX29804,12.0
IDX29805,2.0
IDX29806,10.0
IDX29807,12.0
IDX29808,2.0
IDX29809,10.0
IDX29810,12.0
IDX29811,249.0
IDX29812,124.0
IDX29813,39.0
IDX29814,2.0
IDX29815,121.0
IDX29816,2.0
IDX29817,109.0
IDX29818,184.0
IDX29819,322.0
IDX29820,6.0
IDX29821,314.0
IDX29822,10.0
IDX29823,326.0
IDX29824,195.0
IDX29825,98.0
IDX29826,322.0
IDX29827,54.0
IDX29828,2.0
IDX29829,322.0
IDX29830,2.0
IDX29831,560.0
IDX29832,502.0
IDX29833,185.0
IDX29834,136.0
IDX29835,14.0
IDX29836,14.0
IDX29837,198.0
IDX29838,190.0
IDX29839,6.0
IDX29840,6.0
IDX29841,338.0
IDX29842,48.0
IDX29843,264.0
IDX29844,75.0
IDX29845,506.0
IDX29846,61.0
IDX29847,50.0
IDX29848,8.0
IDX29849,32.0
IDX29850,32.0
IDX29851,363.0
IDX29852,116.0
IDX29853,334.0
IDX29854,348.0
IDX29855,2.0
IDX29856,404.0
IDX29857,71.0
IDX29858,71.0
IDX29859,116.0
IDX29860,411.0
IDX29861,340.0
IDX29862,413.0
IDX29863,645.0
IDX29864,69.0
IDX29865,346.0
IDX29866,333.0
IDX29867,110.0
IDX29868,368.0
IDX29869,123.0
IDX29870,41.0
IDX29871,40.0
IDX29872,41.0
IDX29873,40.0
IDX29874,269.0
IDX29875,72.0
IDX29876,69.0
IDX29877,196.0
IDX29878,36.0
IDX29879,324.0
IDX29880,110.0
IDX29881,303.0
IDX29882,31.0
IDX29883,577.0
IDX29884,444.0
IDX29885,29.0
IDX29886,109.0
IDX29887,647.0
IDX29888,478.0
IDX29889,245.0
IDX29890,394.0
IDX29891,70.0
IDX29892,110.0
IDX29893,78.0
IDX29894,121.0
IDX29895,6.0
IDX29896,121.0
IDX29897,14.0
IDX29898,390.0
IDX29899,312.0
IDX29900,295.0
IDX29901,515.0
IDX29902,580.0
IDX29903,288.0
IDX29904,277.0
IDX29905,10.0
IDX29906,14.0
IDX29907,155.0
IDX29908,56.0
IDX29909,10.0
IDX29910,280.0
IDX29911,351.0
IDX29912,2.0
IDX29913,150.0
IDX29914,647.0
IDX29915,50.0
IDX29916,6.0
IDX29917,446.0
IDX29918,31.0
IDX29919,386.0
IDX29920,155.0
IDX29921,17.0
IDX29922,16.0
IDX29923,84.0
IDX29924,23.0
IDX29925,278.0
IDX29926,17.0
IDX29927,16.0
IDX29928,16.0
IDX29929,16.0
IDX29930,2.0
IDX29931,30.0
IDX29932,646.0
IDX29933,12.0
IDX29934,57.0
IDX29935,42.0
IDX29936,178.0
IDX29937,338.0
IDX29938,48.0
IDX29939,48.0
IDX29940,100.0
IDX29941,32.0
IDX29942,26.0
IDX29943,90.0
IDX29944,293.0
IDX29945,280.0
IDX29946,12.0
IDX29947,129.0
IDX29948,154.0
IDX29949,134.0
IDX29950,602.0
IDX29951,589.0
IDX29952,602.0
IDX29953,436.0
IDX29954,538.0
IDX29955,232.0
IDX29956,159.0
IDX29957,340.0
IDX29958,392.0
IDX29959,185.0
IDX29960,318.0
IDX29961,590.0
IDX29962,354.0
IDX29963,607.0
IDX29964,590.0
IDX29965,590.0
IDX29966,466.0
IDX29967,185.0
IDX29968,607.0
IDX29969,275.0
IDX29970,401.0
IDX29971,376.0
IDX29972,14.0
IDX29973,283.0
IDX29974,388.0
IDX29975,16.0
IDX29976,526.0
IDX29977,385.0
IDX29978,145.0
IDX29979,422.0
IDX29980,460.0
IDX29981,371.0
IDX29982,252.0
IDX29983,486.0
IDX29984,56.0
IDX29985,36.0
IDX29986,4.0
IDX29987,304.0
IDX29988,228.0
IDX29989,395.0
IDX29990,4.0
IDX29991,43.0
IDX29992,35.0
IDX29993,48.0
IDX29994,366.0
IDX29995,35.0
IDX29996,395.0
IDX29997,35.0
IDX29998,170.0
IDX29999,255.0
IDX30000,359.0
IDX30001,391.0
IDX30002,14.0
IDX30003,170.0
IDX30004,43.0
IDX30005,418.0
IDX30006,509.0
IDX30007,66.0
IDX30008,201.0
IDX30009,130.0
IDX30010,31.0
IDX30011,195.0
IDX30012,336.0
IDX30013,292.0
IDX30014,52.0
IDX30015,28.0
IDX30016,312.0
IDX30017,313.0
IDX30018,167.0
IDX30019,327.0
IDX30020,329.0
IDX30021,121.0
IDX30022,192.0
IDX30023,2.0
IDX30024,14.0
IDX30025,48.0
IDX30026,43.0
IDX30027,2.0
IDX30028,60.0
IDX30029,43.0
IDX30030,35.0
IDX30031,168.0
IDX30032,205.0
IDX30033,269.0
IDX30034,80.0
IDX30035,110.0
IDX30036,17.0
IDX30037,50.0
IDX30038,50.0
IDX30039,6.0
IDX30040,344.0
IDX30041,2.0
IDX30042,6.0
IDX30043,257.0
IDX30044,172.0
IDX30045,162.0
IDX30046,168.0
IDX30047,182.0
IDX30048,143.0
IDX30049,232.0
IDX30050,157.0
IDX30051,157.0
IDX30052,157.0
IDX30053,195.0
IDX30054,195.0
IDX30055,232.0
IDX30056,189.0
IDX30057,421.0
IDX30058,195.0
IDX30059,159.0
IDX30060,158.0
IDX30061,170.0
IDX30062,406.0
IDX30063,56.0
IDX30064,24.0
IDX30065,309.0
IDX30066,49.0
IDX30067,311.0
IDX30068,571.0
IDX30069,142.0
IDX30070,254.0
IDX30071,43.0
IDX30072,211.0
IDX30073,211.0
IDX30074,208.0
IDX30075,209.0
IDX30076,211.0
IDX30077,211.0
IDX30078,52.0
IDX30079,209.0
IDX30080,126.0
IDX30081,31.0
IDX30082,209.0
IDX30083,211.0
IDX30084,78.0
IDX30085,211.0
IDX30086,4.0
IDX30087,211.0
IDX30088,209.0
IDX30089,31.0
IDX30090,43.0
IDX30091,211.0
IDX30092,211.0
IDX30093,209.0
IDX30094,209.0
IDX30095,209.0
IDX30096,109.0
IDX30097,195.0
IDX30098,209.0
IDX30099,209.0
IDX30100,60.0
IDX30101,209.0
IDX30102,157.0
IDX30103,209.0
IDX30104,209.0
IDX30105,24.0
IDX30106,211.0
IDX30107,145.0
IDX30108,209.0
IDX30109,209.0
IDX30110,211.0
IDX30111,31.0
IDX30112,211.0
IDX30113,48.0
IDX30114,195.0
IDX30115,187.0
IDX30116,117.0
IDX30117,2.0
IDX30118,2.0
IDX30119,2.0
IDX30120,4.0
IDX30121,2.0
IDX30122,4.0
IDX30123,4.0
IDX30124,2.0
IDX30125,2.0
IDX30126,4.0
IDX30127,622.0
IDX30128,568.0
IDX30129,624.0
IDX30130,32.0
IDX30131,615.0
IDX30132,8.0
IDX30133,2.0
IDX30134,36.0
IDX30135,26.0
IDX30136,2.0
IDX30137,4.0
IDX30138,12.0
IDX30139,6.0
IDX30140,39.0
IDX30141,24.0
IDX30142,116.0
IDX30143,54.0
IDX30144,17.0
IDX30145,80.0
IDX30146,160.0
IDX30147,145.0
IDX30148,30.0
IDX30149,590.0
IDX30150,225.0
IDX30151,109.0
IDX30152,118.0
IDX30153,18.0
IDX30154,381.0
IDX30155,8.0
IDX30156,400.0
IDX30157,22.0
IDX30158,8.0
IDX30159,110.0
IDX30160,359.0
IDX30161,217.0
IDX30162,40.0
IDX30163,30.0
IDX30164,379.0
IDX30165,40.0
IDX30166,229.0
IDX30167,2.0
IDX30168,12.0
IDX30169,175.0
IDX30170,12.0
IDX30171,381.0
IDX30172,18.0
IDX30173,35.0
IDX30174,18.0
IDX30175,514.0
IDX30176,6.0
IDX30177,232.0
IDX30178,142.0
IDX30179,579.0
IDX30180,242.0
IDX30181,143.0
IDX30182,535.0
IDX30183,190.0
IDX30184,285.0
IDX30185,28.0
IDX30186,155.0
IDX30187,195.0
IDX30188,53.0
IDX30189,259.0
IDX30190,67.0
IDX30191,170.0
IDX30192,168.0
IDX30193,160.0
IDX30194,26.0
IDX30195,31.0
IDX30196,4.0
IDX30197,158.0
IDX30198,4.0
IDX30199,12.0
IDX30200,163.0
IDX30201,12.0
IDX30202,63.0
IDX30203,4.0
IDX30204,12.0
IDX30205,290.0
IDX30206,12.0
IDX30207,12.0
IDX30208,8.0
IDX30209,417.0
IDX30210,616.0
IDX30211,452.0
IDX30212,113.0
IDX30213,493.0
IDX30214,391.0
IDX30215,146.0
IDX30216,206.0
IDX30217,396.0
IDX30218,616.0
IDX30219,157.0
IDX30220,185.0
IDX30221,143.0
IDX30222,145.0
IDX30223,2.0
IDX30224,639.0
IDX30225,38.0
IDX30226,195.0
IDX30227,181.0
IDX30228,186.0
IDX30229,335.0
IDX30230,31.0
IDX30231,137.0
IDX30232,137.0
IDX30233,145.0
IDX30234,84.0
IDX30235,56.0
IDX30236,6.0
IDX30237,72.0
IDX30238,31.0
IDX30239,94.0
IDX30240,54.0
IDX30241,10.0
IDX30242,626.0
IDX30243,636.0
IDX30244,341.0
IDX30245,363.0
IDX30246,2.0
IDX30247,6.0
IDX30248,470.0
IDX30249,157.0
IDX30250,157.0
IDX30251,456.0
IDX30252,6.0
IDX30253,12.0
IDX30254,163.0
IDX30255,54.0
IDX30256,157.0
IDX30257,372.0
IDX30258,338.0
IDX30259,67.0
IDX30260,165.0
IDX30261,528.0
IDX30262,44.0
IDX30263,46.0
IDX30264,85.0
IDX30265,14.0
IDX30266,464.0
IDX30267,438.0
IDX30268,46.0
IDX30269,368.0
IDX30270,452.0
IDX30271,457.0
IDX30272,56.0
IDX30273,55.0
IDX30274,479.0
IDX30275,26.0
IDX30276,149.0
IDX30277,116.0
IDX30278,4.0
IDX30279,475.0
IDX30280,457.0
IDX30281,459.0
IDX30282,409.0
IDX30283,473.0
IDX30284,163.0
IDX30285,354.0
IDX30286,48.0
IDX30287,441.0
IDX30288,468.0
IDX30289,344.0
IDX30290,152.0
IDX30291,167.0
IDX30292,53.0
IDX30293,453.0
IDX30294,167.0
IDX30295,39.0
IDX30296,116.0
IDX30297,16.0
IDX30298,56.0
IDX30299,18.0
IDX30300,373.0
IDX30301,197.0
IDX30302,6.0
IDX30303,24.0
IDX30304,14.0
IDX30305,56.0
IDX30306,157.0
IDX30307,57.0
IDX30308,517.0
IDX30309,46.0
IDX30310,157.0
IDX30311,392.0
IDX30312,56.0
IDX30313,24.0
IDX30314,352.0
IDX30315,470.0
IDX30316,157.0
IDX30317,24.0
IDX30318,86.0
IDX30319,53.0
IDX30320,522.0
IDX30321,156.0
IDX30322,12.0
IDX30323,479.0
IDX30324,406.0
IDX30325,149.0
IDX30326,479.0
IDX30327,479.0
IDX30328,477.0
IDX30329,414.0
IDX30330,157.0
IDX30331,157.0
IDX30332,99.0
IDX30333,167.0
IDX30334,378.0
IDX30335,409.0
IDX30336,534.0
IDX30337,32.0
IDX30338,157.0
IDX30339,20.0
IDX30340,479.0
IDX30341,493.0
IDX30342,404.0
IDX30343,479.0
IDX30344,6.0
IDX30345,443.0
IDX30346,472.0
IDX30347,482.0
IDX30348,364.0
IDX30349,464.0
IDX30350,18.0
IDX30351,503.0
IDX30352,474.0
IDX30353,414.0
IDX30354,146.0
IDX30355,471.0
IDX30356,530.0
IDX30357,525.0
IDX30358,18.0
IDX30359,467.0
IDX30360,389.0
IDX30361,24.0
IDX30362,57.0
IDX30363,149.0
IDX30364,50.0
IDX30365,46.0
IDX30366,414.0
IDX30367,538.0
IDX30368,212.0
IDX30369,134.0
IDX30370,157.0
IDX30371,470.0
IDX30372,529.0
IDX30373,479.0
IDX30374,472.0
IDX30375,408.0
IDX30376,477.0
IDX30377,475.0
IDX30378,479.0
IDX30379,370.0
IDX30380,479.0
IDX30381,450.0
IDX30382,405.0
IDX30383,456.0
IDX30384,149.0
IDX30385,18.0
IDX30386,463.0
IDX30387,357.0
IDX30388,354.0
IDX30389,402.0
IDX30390,357.0
IDX30391,43.0
IDX30392,458.0
IDX30393,102.0
IDX30394,445.0
IDX30395,354.0
IDX30396,167.0
IDX30397,24.0
IDX30398,48.0
IDX30399,464.0
IDX30400,466.0
IDX30401,455.0
IDX30402,149.0
IDX30403,6.0
IDX30404,50.0
IDX30405,116.0
IDX30406,2.0
IDX30407,20.0
IDX30408,22.0
IDX30409,2.0
IDX30410,56.0
IDX30411,6.0
IDX30412,36.0
IDX30413,2.0
IDX30414,33.0
IDX30415,32.0
IDX30416,109.0
IDX30417,32.0
IDX30418,32.0
IDX30419,39.0
IDX30420,44.0
IDX30421,98.0
IDX30422,138.0
IDX30423,64.0
IDX30424,6.0
IDX30425,2.0
IDX30426,10.0
IDX30427,70.0
IDX30428,12.0
IDX30429,10.0
IDX30430,8.0
IDX30431,6.0
IDX30432,163.0
IDX30433,330.0
IDX30434,363.0
IDX30435,319.0
IDX30436,442.0
IDX30437,454.0
IDX30438,203.0
IDX30439,94.0
IDX30440,379.0
IDX30441,392.0
IDX30442,330.0
IDX30443,442.0
IDX30444,384.0
IDX30445,126.0
IDX30446,558.0
IDX30447,620.0
IDX30448,32.0
IDX30449,241.0
IDX30450,14.0
IDX30451,143.0
IDX30452,321.0
IDX30453,582.0
IDX30454,582.0
IDX30455,602.0
IDX30456,624.0
IDX30457,591.0
IDX30458,569.0
IDX30459,604.0
IDX30460,606.0
IDX30461,602.0
IDX30462,569.0
IDX30463,4.0
IDX30464,2.0
IDX30465,22.0
IDX30466,170.0
IDX30467,311.0
IDX30468,108.0
IDX30469,327.0
IDX30470,109.0
IDX30471,368.0
IDX30472,106.0
IDX30473,14.0
IDX30474,12.0
IDX30475,163.0
IDX30476,61.0
IDX30477,8.0
IDX30478,30.0
IDX30479,157.0
IDX30480,31.0
IDX30481,12.0
IDX30482,6.0
IDX30483,635.0
IDX30484,378.0
IDX30485,373.0
IDX30486,354.0
IDX30487,575.0
IDX30488,625.0
IDX30489,635.0
IDX30490,635.0
IDX30491,378.0
IDX30492,635.0
IDX30493,579.0
IDX30494,635.0
IDX30495,575.0
IDX30496,575.0
IDX30497,581.0
IDX30498,635.0
IDX30499,354.0
IDX30500,74.0
IDX30501,595.0
IDX30502,635.0
IDX30503,354.0
IDX30504,376.0
IDX30505,595.0
IDX30506,354.0
IDX30507,595.0
IDX30508,354.0
IDX30509,109.0
IDX30510,196.0
IDX30511,48.0
IDX30512,70.0
IDX30513,146.0
IDX30514,160.0
IDX30515,225.0
IDX30516,31.0
IDX30517,43.0
IDX30518,231.0
IDX30519,634.0
IDX30520,634.0
IDX30521,634.0
IDX30522,634.0
IDX30523,634.0
IDX30524,634.0
IDX30525,634.0
IDX30526,634.0
IDX30527,634.0
IDX30528,552.0
IDX30529,176.0
IDX30530,2.0
IDX30531,10.0
IDX30532,72.0
IDX30533,8.0
IDX30534,26.0
IDX30535,27.0
IDX30536,24.0
IDX30537,10.0
IDX30538,16.0
IDX30539,78.0
IDX30540,2.0
IDX30541,303.0
IDX30542,12.0
IDX30543,16.0
IDX30544,361.0
IDX30545,578.0
IDX30546,600.0
IDX30547,613.0
IDX30548,602.0
IDX30549,359.0
IDX30550,605.0
IDX30551,594.0
IDX30552,616.0
IDX30553,355.0
IDX30554,601.0
IDX30555,598.0
IDX30556,597.0
IDX30557,611.0
IDX30558,86.0
IDX30559,86.0
IDX30560,10.0
IDX30561,50.0
IDX30562,167.0
IDX30563,44.0
IDX30564,157.0
IDX30565,10.0
IDX30566,54.0
IDX30567,46.0
IDX30568,52.0
IDX30569,357.0
IDX30570,12.0
IDX30571,2.0
IDX30572,181.0
IDX30573,44.0
IDX30574,62.0
IDX30575,52.0
IDX30576,566.0
IDX30577,8.0
IDX30578,18.0
IDX30579,51.0
IDX30580,422.0
IDX30581,453.0
IDX30582,297.0
IDX30583,155.0
IDX30584,28.0
IDX30585,569.0
IDX30586,620.0
IDX30587,14.0
IDX30588,14.0
IDX30589,50.0
IDX30590,361.0
IDX30591,44.0
IDX30592,514.0
IDX30593,169.0
IDX30594,89.0
IDX30595,18.0
IDX30596,18.0
IDX30597,424.0
IDX30598,17.0
IDX30599,28.0
IDX30600,157.0
IDX30601,14.0
IDX30602,185.0
IDX30603,18.0
IDX30604,4.0
IDX30605,155.0
IDX30606,44.0
IDX30607,86.0
IDX30608,32.0
IDX30609,278.0
IDX30610,293.0
IDX30611,305.0
IDX30612,319.0
IDX30613,104.0
IDX30614,298.0
IDX30615,44.0
IDX30616,629.0
IDX30617,355.0
IDX30618,118.0
IDX30619,634.0
IDX30620,285.0
IDX30621,118.0
IDX30622,437.0
IDX30623,529.0
IDX30624,54.0
IDX30625,118.0
IDX30626,236.0
IDX30627,59.0
IDX30628,137.0
IDX30629,118.0
IDX30630,62.0
IDX30631,118.0
IDX30632,18.0
IDX30633,633.0
IDX30634,22.0
IDX30635,18.0
IDX30636,527.0
IDX30637,175.0
IDX30638,634.0
IDX30639,340.0
IDX30640,137.0
IDX30641,169.0
IDX30642,8.0
IDX30643,294.0
IDX30644,193.0
IDX30645,195.0
IDX30646,40.0
IDX30647,164.0
IDX30648,31.0
IDX30649,145.0
IDX30650,145.0
IDX30651,26.0
IDX30652,602.0
IDX30653,74.0
IDX30654,30.0
IDX30655,355.0
IDX30656,8.0
IDX30657,12.0
IDX30658,97.0
IDX30659,75.0
IDX30660,164.0
IDX30661,24.0
IDX30662,150.0
IDX30663,320.0
IDX30664,339.0
IDX30665,93.0
IDX30666,93.0
IDX30667,603.0
IDX30668,97.0
IDX30669,78.0
IDX30670,332.0
IDX30671,121.0
IDX30672,121.0
IDX30673,309.0
IDX30674,146.0
IDX30675,340.0
IDX30676,121.0
IDX30677,121.0
IDX30678,298.0
IDX30679,314.0
IDX30680,629.0
IDX30681,614.0
IDX30682,357.0
IDX30683,614.0
IDX30684,155.0
IDX30685,4.0
IDX30686,185.0
IDX30687,423.0
IDX30688,32.0
IDX30689,42.0
IDX30690,424.0
IDX30691,14.0
IDX30692,28.0
IDX30693,18.0
IDX30694,439.0
IDX30695,632.0
IDX30696,441.0
IDX30697,300.0
IDX30698,190.0
IDX30699,374.0
IDX30700,425.0
IDX30701,364.0
IDX30702,358.0
IDX30703,175.0
IDX30704,307.0
IDX30705,257.0
IDX30706,238.0
IDX30707,437.0
IDX30708,238.0
IDX30709,581.0
IDX30710,384.0
IDX30711,170.0
IDX30712,441.0
IDX30713,24.0
IDX30714,8.0
IDX30715,226.0
IDX30716,97.0
IDX30717,36.0
IDX30718,58.0
IDX30719,36.0
IDX30720,58.0
IDX30721,36.0
IDX30722,10.0
IDX30723,628.0
IDX30724,631.0
IDX30725,631.0
IDX30726,235.0
IDX30727,198.0
IDX30728,234.0
IDX30729,576.0
IDX30730,446.0
IDX30731,205.0
IDX30732,631.0
IDX30733,8.0
IDX30734,24.0
IDX30735,89.0
IDX30736,89.0
IDX30737,44.0
IDX30738,47.0
IDX30739,36.0
IDX30740,2.0
IDX30741,20.0
IDX30742,2.0
IDX30743,10.0
IDX30744,26.0
IDX30745,26.0
IDX30746,42.0
IDX30747,2.0
IDX30748,4.0
IDX30749,6.0
IDX30750,6.0
IDX30751,8.0
IDX30752,6.0
IDX30753,4.0
IDX30754,8.0
IDX30755,43.0
IDX30756,35.0
IDX30757,443.0
IDX30758,39.0
IDX30759,12.0
IDX30760,35.0
IDX30761,39.0
IDX30762,138.0
IDX30763,140.0
IDX30764,140.0
IDX30765,567.0
IDX30766,155.0
IDX30767,164.0
IDX30768,145.0
IDX30769,155.0
